context,first_c,second_c
上址着火，内无人。有烟，请民警到场处理。,灭火,(电线)
电线杆上的变压器有火花，请民警到场处理。（消防共同接听）,灭火,(电线)
一根高压电线发红，冒烟，无明火。请民警到场处理（已通知电力，已通知消防）,灭火,(电线)
上址室外的电线着火，贴在房子边上，通话中称明火灭，消防车已在路上，前往查看，请民警到场处理。,灭火,(电线)
电线杆上电线冒火花，人无事，请民警到场处理。,灭火,(电线)
电线着火，已通知电力，请民警到场处理,灭火,(电线)
电表箱着火 请民警到场处理。已通知119及电力（25243）,灭火,(电线)
闻到一股烧电线的焦味，无烟无火，情况不明，请民警到场处理。（内线：22673）,灭火,(电线)
值班人员: 配电箱着火 人无事 请民警到场处理。 ,灭火,(电线)
上址一电表箱刚刚着火 有明火 有很大烟雾 用电影响程度不明 请民警到场处理。 ,灭火,(电线)
路人：称有高压电线冒火星，暂时无人伤，请民警到场处理。已经通知电力 消防。,灭火,(电线)
上址1个箱子（可能系电箱）一直有“吧啦吧啦”声响，恐冒火星 未冒烟，请民警到场处理。（消防共同接听）,灭火,(电线)
高压线着火，请民警到场处理。（内线：25158）,灭火,(电线)
室外电线着火，请民警到场处理。（消防共同接听） ,灭火,(电线)
火警报警器在响 闻到烟味 请民警到场处理。（消防共同接听） ,灭火,(电线)
电线排线着火，具体不明，请民警到场处理。（消防共同接听）已通知电力局,灭火,(电线)
高压线掉落在地上，有火花。,灭火,(电线)
架空线冒火星，请民警到场处理。,灭火,(电线)
电线杆冒火星 消防共同接听,灭火,(电线)
电线杆上有火花，请民警到场处理。已通知消防,灭火,(电线)
电路着火，无人伤，请民警到场处理并注意自身安全。,灭火,(电线)
上址室外电线着火，人无事，（请民警注意自身安全），请民警到场处理。,灭火,(电线)
上址楼内有电线烧焦的味道，具体那户不知，请民警到场处理。（座机：２２６７７）共6层楼,灭火,(电线)
变电箱着火（内线：22632）,灭火,(电线)
路灯有冒火星的情况 已通知电力,灭火,(电线)
房子前面电线着火，请民警到场处理。,灭火,(电线)
消防测试，垃圾着火。,灭火,(电线)
上址电线冒烟，人未伤，已通知电力，消防，请民警到场处理。（内线：22575）,灭火,(电线)
电线在冒火花，请民警到场处理。,灭火,(电线)
称上址隔离带内的嵌着的反光灯在着火，没有影响到车辆，消防共同接听,灭火,(电线)
烧橡胶电线，明火，有焦味,灭火,(电线)
高压电线着火，已经通知消防和电力，请民警到场处理。(22669),灭火,(电线)
变压器着火  ,灭火,(电线)
报警人称看到上址有2个地方的电线杆冒火星，有明火，请民警到场处理。,灭火,(电线)
看到上址冒黑烟，闻道一股电线味道，家中无人，请民警到场处理。,灭火,(电线)
看到垃圾着火，烧到电线杆，请民警到场处理。(内线：22672),灭火,(电线)
电线着火，冒黑烟，请民警到场处理。已通知消防和电力,灭火,(电线)
电线着火，请民警到场处理。已经通知电力局,灭火,(电线)
轿车撞到电线杆，司机未出来，电线杆着火，已通知消防、电力（已通知120，若民警到场无需120，请致电120或110）,灭火,(电线)
电线冒烟，人无事，已通知消防和电力。,灭火,(电线)
报警人称电线杆下面冒烟  有小声的爆炸声音 请民警到场处理。(请携带必要的个人防护装备，并注意自身安全),灭火,(电线)
高压线着火，请民警到场处理。（内线：22683）（消防共同接听）,灭火,(电线)
集卡撞到变压器，变压器着火，请民警到场处理。,灭火,(电线)
高压电线的“方邦”（谐音）冒火星，请民警到场处理。,灭火,(电线)
报警人称上址电线着火，（消防共同接听），请民警到场处理。,灭火,(电线)
电线冒火星，民警已到场，需消防处理。,灭火,(电线)
电线着火，人没事 请民警到场处理。,灭火,(电线)
电线着火，人无伤，无停电，请民警到场处理。,灭火,(电线)
报警人称电线杆着火,灭火,(电线)
高压线冒火，人无伤，请民警到场处理。,灭火,(电线)
看到上址着火，疑似变压器着火，请民警到场处理。,灭火,(电线)
电线着火（有明火），对周边无影响，人伤不明，请民警到场处理。消防共同接听,灭火,(电线)
电线着火（２２５３６）,灭火,(电线)
电线杆一直有触电着火的声音很响，请民警到场处理。已通知电力公司,灭火,(电线)
电线有火星和烟，请民警到场处理。,灭火,(电线)
家中电线着火 人无事，请民警到场处理。已通知消防，电力。,灭火,(电线)
"变压器着火,请民警到场处理。",灭火,(电线)
变压器冒火，请民警到场处理。,灭火,(电线)
电线和电线杆着火（有明火），有爆炸声，人未伤，请民警到场处理。消防共听,灭火,(电线)
报警人称电线冒火星冒烟，已通知消防（内线：22645）,灭火,(电线)
看到上址电线杆下面的地面道路上有火星冒出，具体不详，请民警到场处理。,灭火,(电线)
楼上电线掉落，现上址在冒火花.恐有危险.暂无人员受伤.请民警到场处理。,灭火,(电线)
上址电线着火，无人伤，请民警到场处理。,灭火,(电线)
高压电线着火，已通知消防，电力 ,灭火,(电线)
上址路灯冒火星，（消防共同接听），请民警到场处理。,灭火,(电线)
电线着火 请民警到场处理。  有火  无人伤 ,灭火,(电线)
电线着火，无人被困，请民警到场处理。（消防共同接听）,灭火,(电线)
电线复燃，请民警到场处理。已通知电力,灭火,(电线)
电线着火，用电不影响，有爆炸声，对旁边房子稍有情况。请民警到场处理。,灭火,(电线)
家中墙上的插座电着火，（消防共同接听）,灭火,(电线)
树倒在电线上,灭火,(电线)
上址变压器在冒火花，请民警到场处理。,灭火,(电线)
电房电线着火 撤警。,灭火,(电线)
上址电线着火，人无事，请民警到场处理。（已通知消防）,灭火,(电线)
上址一变压器着火，有明火，人无伤。 ,灭火,(电线)
车棚电线冒烟，请民警到场处理。通知消防和电力,灭火,(电线)
上址烧电线，烟雾较大，请民警到场处理。,灭火,(电线)
单车着火，可能由于电线原因造成，消防共同接听,灭火,(电线)
发现电线老化，有熔点，快要着火，请民警到场处理。请民警注意自身安全。,灭火,(电线)
路人报，电车的线挂下来，冒火星，已通知消防，请民警到场处理。,灭火,(电线)
门口有几个氢气球挂在高压线上，引起着火，人无事，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。已通知消防和电力,灭火,(电线)
报警人看到电线着火，影响周围用电，已通知消防和电力公司,灭火,(电线)
电线着火，已通知消防和电力，请民警到场处理。（座机：２２６６９）,灭火,(电线)
刚才有一户人家电线短路爆炸，没有着火，现在有20-30户家里停电，报警人在上址等，请民警到场处理。,灭火,(电线)
电线着火，内无学生，已通知电力，请民警到场处理。,灭火,(电线)
电线悬在半空中，且在冒火花。,灭火,(电线)
电线着火，请民警到场处理。消防共同接听 已通知电力公司,灭火,(电线)
井盖下面有火星 有气味 报警人家停电 请民警到场处理。,灭火,(电线)
田里电线冒火花 已通知电力,灭火,(电线)
报警人称监控器着火 火已灭 消防共同接听 ,灭火,(电线)
报警人称上址之前电线着火，现在火灭，但称之前有复燃过，现在仍有复燃危险，请民警到场处理。已经通知消防 电力,灭火,(电线)
有人在上址烧电线 有明火 已通知消防,灭火,(电线)
架空的电箱在冒火花. ,灭火,(电线)
报警人称上址高压电线冒火花 有焦味,灭火,(电线)
看到电线杆下的变电箱冒火花，已通知消防。已通知电力。请民警到场处理。,灭火,(电线)
之前已处理，现来电称电线依旧冒火星，消防共同接听，请民警到场处理。,灭火,(电线)
闻到烧焦味，找不到源头。（消防共同接通）,灭火,(电线)
电表冒烟，冒火星。,灭火,(电线)
电线着火，火很旺，请民警到场处理。,灭火,(电线)
电线冒火星，已通知电力，请民警到场处理。,灭火,(电线)
路灯的灯杆冒火星 没有明火 有刺鼻的味道 请民警到场处理。已经通知电力部门,灭火,(电线)
楼梯结的冰化水，引起火表短路，有电火花，请民警到场处理。已通知电力、消防,灭火,(电线)
上址房子外面弄堂内的电线着火，火挺大，请民警到场处理。消防共同接听,灭火,(电线)
高压线有火花，请民警到场处理。,灭火,(电线)
报警人称上址电线杆有明火 在一座桥附近  请民警到场处理。已通知消防 电力 称附近都是空地 ,灭火,(电线)
报警人称屋顶电线冒火花，请民警到场处理。报警人称在上址灯，消防共同接听,灭火,(电线)
铁塔上的电线着火，请民警到场处理。已通知消防，电力,灭火,(电线)
上址一根电线杆冒火星，请民警到场处理。,灭火,(电线)
称看到监控的电线垂落，在冒火星，人无事，请民警到场处理。已通知消防,灭火,(电线)
火表着火，报警人激动，消防同听。,灭火,(电线)
1301室居民包，上址电线短路在冒白烟，有臭味，内无人，请民警携带必要的防护设备，并注意自身安全。通知电力,灭火,(电线)
电线杆上电线着火,灭火,(电线)
报警人系路人看到上址电线杆有冒火花，有焦味，火势不大，通知消防，电力，请民警到场处理。,灭火,(电线)
家中电线冒火星，发出橡胶味，人无事，请民警到场处理。通知消防，电力,灭火,(电线)
货车单车事故，撞到电线杆，造成电线杆冒火星，（已经通知电力）,灭火,(电线)
电线发红，可能要烧起来了，请民警到场处理。已通知消防 电力,灭火,(电线)
电线着火，请民警到场处理。消防共听，已通知电力,灭火,(电线)
称上址电线有焦味，无明火，请民警到场处理。,灭火,(电线)
电线烧焦的味道 有白烟 请民警到场处理。,灭火,(电线)
上址电着火，可能有人在内，请民警到场处理，已通知１２０，如民警到场无需急救车，请致电１２０或１１０。（内线：２２５０７）,灭火,(电线)
报警人称上址电线老化发生着火，称边上有树，请民警到场处理。（消防共同接听）,灭火,(电线)
报警人称上址高压电线漏电，现有火星，请民警到场处理。,灭火,(电线)
（消防共同接听）报警人称看到上址高压线上着火，有明火，请民警到场处理。 请民警携带必要的个人防护装备，并注意自身安全 请民警到场处理。 ,灭火,(电线)
室外的电表着火，（消防共同接听）请民警到场处理。,灭火,(电线)
上址电缆线着火，请民警和消防到场处理。已通知电力,灭火,(电线)
称上址电线冒火花，具体情况不明，消防共同接听，请民警到场处理。,灭火,(电线)
电线着火，民警在场,灭火,(电线)
车站处人行道上有人焚烧电线，请民警、消防到场处理。,灭火,(电线)
小区围墙高压隔离网冒电火花，有响声，摄像头旁边,灭火,(电线)
高压线碰火星，请民警到场处理。（消防共同接听）,灭火,(电线)
有一根电线在冒火星，请民警到场处理。,灭火,(电线)
（消防共同接听）电线冒烟，无人伤。（请携带必要的个人防护装备，并注意自身安全。）,灭火,(电线)
上址因打雷电线着火，请民警到场处理。,灭火,(电线)
今天风大，上址2根电线摇晃碰触时会有火花产生，请民警到场处理。 已通知消防,灭火,(电线)
上址电缆线着火，有明火，请民警到场处理。已通知消防,灭火,(电线)
电线着火 无人伤 ,灭火,(电线)
电线杆电线断了，冒火星，请民警到场处理。,灭火,(电线)
电线杆着火，旁边也有居民住，请民警到场处理。已通知消防。,灭火,(电线)
马路上电线着火，人无事。消防三方通话,灭火,(电线)
高压线一头掉下地上，冒火星，请民警到场处理。已通知电力公司，（内线：22671）,灭火,(电线)
电表箱着火，无人伤22552,灭火,(电线)
电线着火，请民警到场处理。已经通知电力局（已经通知消防）,灭火,(电线)
称对面楼看到上址1家内电线着火 家中无人 有火光 请民警到场处理。,灭火,(电线)
电线冒火星    请民警到场处理。,灭火,(电线)
上址电线着火（消防共同接听）,灭火,(电线)
报警人称上址电线冒烟，有着火现象，请民警到场处理并注意自身安全。已通知消防。,灭火,(电线)
称有1根7平方的电线冒烟，已通知消防、120备勤。,灭火,(电线)
电线杆着火，已通知消防，（已通知120，如民警到场确认不需急救车，请致电120或110）,灭火,(电线)
部队内着火，可能是电线着火，请民警到场处理。,灭火,(电线)
称电线着火。请民警到场处理。,灭火,(电线)
电线着火 无人 ,灭火,(电线)
高压电线冒火星，请民警到场处理。（已通知电力）,灭火,(电线)
电线杆着火 （消防共同接听）,灭火,(电线)
上述地址电线冒火星，已通知电力公司。（医院供电暂不受影响）,灭火,(电线)
电线着火 已通知电力消防,灭火,(电线)
路口的电线着火，请民警到场处理。消防共同接听,灭火,(电线)
电房冒火星，冒烟，请民警注意自身安全。,灭火,(电线)
变压器爆炸，电线起火，无人伤，请民警到场处理。,灭火,(电线)
变压器着火，消防到场走后，现在仍在冒火星，有隐患，请民警到场处理并注意安全。,灭火,(电线)
高压线塔上电线有滋滋声音，有火星，没有明火，请民警到场处理。,灭火,(电线)
报警人称其家中壁炉有火星 请民警到场处理。内线 22671 消防共同接听,灭火,(电线)
配电室着火，明火，黑烟，请民警到场处理。 ,灭火,(电线)
路灯冒火花，报警人上址路口等，请民警到场处理。已通知消防,灭火,(电线)
电线着火，请民警到场处理。,灭火,(电线)
电线有火花，请民警到场处理。,灭火,(电线)
电线路着火，请民警到场处理。,灭火,(电线)
车子撞到电线杆后逃逸，电线杆冒烟，人无事，请民警到场处理。（22685）,灭火,(电线)
上址灯箱冒烟，请民警到场处理。（已通知消防）,灭火,(电线)
路人报马路上电线着火，人伤不明。(已通知卫生局，如民警到场确认不用120，请自行通知120或110) 消防共听,灭火,(电线)
报警人是盲人 称闻到烧电线的味道 请民警到场处理。,灭火,(电线)
报警人称房屋外面的电线着火，无人伤，请民警到场处理。与消防共同接听。,灭火,(电线)
电线着火，人未伤，请民警到场处理。消防共同接听,灭火,(电线)
高压线冒火星，请民警到场处理。无人围观。,灭火,(电线)
电线冒浓烟,灭火,(电线)
电线杆里有焦味，路灯也灭了。,灭火,(电线)
高压线着火，已通知消防，和电力，请民警到场处理。,灭火,(电线)
电线冒火星，已通知电力，已通知消防，请民警到场处理。,灭火,(电线)
变压器冒浓烟 请民警到场处理。通知消防 电力,灭火,(电线)
报警人称上址变压器在冒火花，请民警到场处理。已通知消防与电力,灭火,(电线)
上址电线冒火花，请民警到场处理并注意自身安全。,灭火,(电线)
上址电线着火，请民警到场处理。（消防共同接听）,灭火,(电线)
闻到电线烧焦的味道  看到白烟  通知消防  电力,灭火,(电线)
开关着火，人没事。,灭火,(电线)
高压电线着火，请民警到场处理。（已经通知电力）（消防共同接听）,灭火,(电线)
电线杆的底部在冒烟,灭火,(电线)
上址公交电车的电线掉落 冒火星 请民警到场处理。,灭火,(电线)
报警人称上址电线有焦味，恐要烧起来了，请民警到场处理。（内线：22575）消防共同接听,灭火,(电线)
称看到上址一挖掘机在挖掘，然后听到砰的一声，有火光冒出来，具体不明，报警人无事，称除了自己手机，现在家中的电器都不能开了，情况不明，现在什么情况自己没去看，（已通知120，如果民警到场确认无需救护，请联系120或者110）请民警到场处理。,灭火,(电线)
报警人称看到上址 电线杆上电线着火 路边树着火 请民警到场处理,灭火,(电线)
上址电梯机房电线着火 内无人 请民警、消防到场处理。消防共同接听 已通知电力,灭火,(电线)
电线着火，有明火，人无事，请民警到场处理。已通知电力。,灭火,(电线)
电线（通往部队内）冒火，（进弄堂就能看到），无人伤，请民警到场处理。已通知电力。,灭火,(电线)
称施工用的电缆起烟，且声音很响，请民警到场处理。已通知消防。,灭火,(电线)
称上址配电盒着火，人无事，请民警到场处理。（消防共同接听） ,灭火,(电线)
路灯着火，该路段都熄灭，请民警到场处理。,灭火,(电线)
上址电线着火，请民警到场注意自身安全。（消防已通知）,灭火,(电线)
电线冒烟，请民警到场处理。已通知消防、电力 ,灭火,(电线)
报警人称上址电线冒烟 请民警到场处理。,灭火,(电线)
桥上装饰的电灯电线着火，冒烟，请民警到场处理。已通知下消防 ,灭火,(电线)
电视柜着火，冒烟有明火，无人伤，请民警到场处理。（消防共同接听）,灭火,(电线)
埋在地内电话线冒白烟，无明火，请民警到场处理 已通知消防 ,灭火,(电线)
电线着火，无人伤，请民警到场处理。25162 （消防共同接听）,灭火,(电线)
变电箱冒烟，中断。（消防共同接听）,灭火,(电线)
高压电线有火花，请民警到场处理。22680,灭火,(电线)
变压器电线着火,灭火,(电线)
路人报，称上址电线冒火花，有明火，人无事，具体不清，已通知消防和电力，请民警到场处理,灭火,(电线)
房屋前的高压线着火  请民警到场处理。（消防共同接听）,灭火,(电线)
高压线着火。（消防共同接听）,灭火,(电线)
12345来电：接报市民（林玉丽 63681495）称家中电扇有焦味,灭火,(电线)
上址电线杆上电线着火，请民警到场处理。已通知消防,灭火,(电线)
上址高压线掉下来了 有火花 请民警到场处理。,灭火,(电线)
报警人称看到上址电线一直在冒火星，请民警到场处理。,灭火,(电线)
电线碰到树着火，无人伤，请民警到场处理,灭火,(电线)
电线短路着火  （消防共同接听）,灭火,(电线)
电线着火，请民警到场处理。已通知消防电力,灭火,(电线)
上址电线起火，有明火，请民警，消防到场处理。,灭火,(电线)
报警人称有人在上址烧电线（可能系偷来的），烟很大，味道难闻，已通知消防,灭火,(电线)
家中电线冒火星，请民警到场处理。,灭火,(电线)
电线、配电箱着火，请民警到场处理。,灭火,(电线)
电线着火，冒烟，请民警到场处理并注意自身安全。,灭火,(电线)
称乡下每家每户连接的电线融化导致着火，在外面的电线，现有冒火星，且有烟雾，人未伤，请民警、消防到场处理。,灭火,(电线)
电线着火 无人伤  请民警到场处理。 ,灭火,(电线)
报警人称上址高压线着火，通话中，报警人称火小，有火星  人无事 请民警到场处理。消防共同接听,灭火,(电线)
称电箱着火，有明火，人无伤，请民警到场处理。报警人在泗泾老街口 近古城等民警,灭火,(电线)
电线着火。消防共同接听,灭火,(电线)
报警人称上址电线冒火光 无人伤 请民警到场处理。,灭火,(电线)
有人在烧电线，有明火，请民警到场处理。已通知消防,灭火,(电线)
高压线的变压器的着火，有明火，人无事，请民警到场处理。,灭火,(电线)
打雷打倒电线，电线有明火，断了一堆线，无人伤，已通知消防、电力，请民警到场处理。,灭火,(电线)
电线赶着火，请民警到场处理，（消防共同接听）,灭火,(电线)
上址高压线着火，人没事，请民警到场处理。（消防共听） ,灭火,(电线)
上址电线着火，请民警到场处理 ，已通过消防，已通知电力。,灭火,(电线)
上址高压线烧了，人无事，请民警到场处理。（消防共同接听）25162,灭火,(电线)
上址高压电冒火人暂无事 请民警到场处理,灭火,(电线)
电线着火，无人伤，请民警到场处理,灭火,(电线)
可能电路引起着火，现有烟，人出来了，请民警到场处理。已通知消防、电力,灭火,(电线)
上址楼道内闻到电线烧焦的味道，具体源头不详。,灭火,(电线)
报警人称电线着火，具体情况不明，通话中无应答，请民警到场处理。消防共同接听,灭火,(电线)
路灯电缆线着火，明火,灭火,(电线)
马路上电线着火,灭火,(电线)
路人报警，电线杆电线冒火星，人未伤，请民警到场处理。请携带必要的个人防护装备，并注意自身安全。,灭火,(电线)
路人报：电线冒火花，请民警到场处理。请民警注意自身安全。（22546）,灭火,(电线)
电线着火，无人伤，请民警注意自身安全。已通知消防、电力,灭火,(电线)
房子外的电线着火，人无事，请民警到场处理。消防共同接听,灭火,(电线)
路人报：变压器冒火花，请民警到场处理。（消防共同接听）,灭火,(电线)
1棵树碰到高压电线，冒火星。无人伤。消防共同接听。请民警到场处理。,灭火,(电线)
上址电表着火，（已告知消防、电力）,灭火,(电线)
外面下雨 发现地上有电线（疑似1根）正在冒火花  请民警到场处理。,灭火,(电线)
高压线冒火星，请民警到场处理。已通知电力、消防,灭火,(电线)
电线着火，人无事，请民警到场处理。已通知消防及电力,灭火,(电线)
电线一直产生火花 声音很响 ,灭火,(电线)
上址电线着火，（已通知消防）,灭火,(电线)
"电箱着火 ，学校正在疏散学生 暂无人伤 请120备勤 请民警到场处理。 （消防共同接听） 已通知120,如民警到场确认无需急救车，请致电120或110。",灭火,(电线)
路灯杆冒火星 有可能电线短路，没有明火 请民警到场处理。,灭火,(电线)
电线杆被雷击冒火星，请民警到场处理。已通知消防。,灭火,(电线)
电线杆冒火星 无人伤 （消防共同接听）,灭火,(电线)
居民报上址电线杆冒火花，请民警到场处理。,灭火,(电线)
路人报：卡车拉断电线 电线冒火星，请民警到场处理。,灭火,(电线)
消防共同接听 室外电箱着火 ，人员无事 请民警到场处理。,灭火,(电线)
马路边电线杆着火 请民警消防到场处理。 ,灭火,(电线)
电线杆着火 有爆燃的声音 请民警到场处理。,灭火,(电线)
上址冒火花，现冒白烟，请民警到场处理。,灭火,(电线)
电线着火。请民警到场处理。消防共同接听,灭火,(电线)
高压线打火花,灭火,(电线)
变压器着火。消防三方,灭火,(电线)
电线杆着火，冒火星，人未伤，请民警到场处理。,灭火,(电线)
高压线冒火星 请民警到场处理。,灭火,(电线)
电线着火 (内线：22634),灭火,(电线)
上址电表着火，无伤，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）以通知电力,灭火,(电线)
电线冒烟，请民警到场处理。（内线：22634）,灭火,(电线)
门口电线杆电线着火，请民警到场处理。25162（消防共同接听）,灭火,(电线)
架空电线着火，请民警到场处理。,灭火,(电线)
集卡将电缆线挂断，有火星，无停电情况，请民警到场处理。注意自身安全。已通知电力,灭火,(电线)
电线着火。 已经通知电力 消防共同接听,灭火,(电线)
高压电线掉落在半空中，刚才冒出很大的火星。请民警到场处理。（22536）,灭火,(电线)
"电线着火,请民警到场处理。",灭火,(电线)
电着火（消防共同接听），已通知电力,灭火,(电线)
"马路上的1整条电线着火,请民警到场处理．",灭火,(电线)
电线着火，敲门无人应，请民警到场处理。消防三方,灭火,(电线)
室外电线着火，无人伤   消防共同接听   请民警到场处理。,灭火,(电线)
上址电表箱着火，人无事，称消防走后，现再次着火，有电力公司员工到场了，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。（消防共同接听）,灭火,(电线)
报警人称上址有2根高压电线被风刮，碰在一起冒火星，请民警到场处理。,灭火,(电线)
"几百平方米废旧厂房内冒白烟,无明火,内无人,请民警到场处理．",灭火,(电线)
"电箱着火，人无事,电力公司及民警已到场，无需消防。",灭火,(电线)
电线杆上冒火星，有烟，请民警到场处理。,灭火,(电线)
电线冒火星，请民警到场处理。（内线：22636）,灭火,(电线)
路人报 看见路灯下 有1电箱冒火星 无人伤,灭火,(电线)
高压线冒火星。请民警到场处理。已通知消防,灭火,(电线)
变压器下的线冒火星。已通知消防、电力,灭火,(电线)
上址冒烟，跳电，报警人怀疑地下电线着火，请民警到场处理。已通知消防，电力部门,灭火,(电线)
路边的电线着火，请民警到场处理。,灭火,(电线)
电线着火 冒火星 无人伤 请民警到场处理。  消防共同接听。,灭火,(电线)
报警人称看到路边摄像头的电线掉在绿化带内，现在在冒火星，请民警到场处理。,灭火,(电线)
电线着火，无人伤，在瑞虹路临平路口等民警，请民警到场处理。（已经通知消防）已通知电力部门，,灭火,(电线)
电箱冒火星。,灭火,(电线)
电线杆上电线冒火星，无人伤，已通知消防、电力,灭火,(电线)
电线杆冒火星 ，请民警到场处理。,灭火,(电线)
室外的电线着火，请民警到场处理。（消防共同接听）,灭火,(电线)
报警人称看到上址电线冒火花 ,灭火,(电线)
电线冒火星，请民警到场处理。,灭火,(电线)
电线着火，请民警到场处理。（内线25127）已通知消防电力,灭火,(电线)
变电箱冒烟 请民警到场处理。 无火星,灭火,(电线)
上址有电线在冒火花，无人伤，请民警到场处理。已通知消防,灭火,(电线)
路人：称看到电线冒火花，无人伤，请民警到场处理。 （消防共同接听） 已通知电力,灭火,(电线)
厂区外面的架空电线冒火星，请民警到场处理。已通知消防、电力,灭火,(电线)
电箱着火，可能要爆炸，请民警注意自身安全,灭火,(电线)
上址外面电箱着火，请民警到场注意自身安全。已通知消防,灭火,(电线)
可能系地下电缆着火，人无事，火势不大，不影响其他建筑，请民警到场处理。,灭火,(电线)
电线冒火星 请民警到场处理并注意自身安全。,灭火,(电线)
高压电冒火花，请民警到场处理。,灭火,(电线)
路人：上址电线杆冒火花，暂无人伤，请民警到场处理。已通知消防、电力,灭火,(电线)
电线杆上的电线冒烟，请民警到场处理。,灭火,(电线)
（消防共同接听）变压器着火，请民警到场处理。,灭火,(电线)
民警消防走后，脚手架上的电线还是冒火星。请民警到场处理。请民警携带必要的防护设备，并注意自身安全。（消防共同接听）,灭火,(电线)
电线冒烟，请民警到场处理。已经通知电力公司（内线：22688）,灭火,(电线)
高压电线冒火星 导致停电 请民警到场处理。,灭火,(电线)
电线掉落在晾衣架上冒火花,灭火,(电线)
电线着火，请民警到场处理。消防共同接听。(内线：22644),灭火,(电线)
电线着火 请民警到场处理。通知消防,灭火,(电线)
报警人称上址电表冒烟，无明火，白烟，无人伤，请民警到场处理。（与消防共同接听）,灭火,(电线)
报警人称刚才有高压线处很大的爆炸声 ，有明火，无人伤，好多人围观，请民警到场处理。,灭火,(电线)
电线杆上电线着过火 现在冒火星 请民警到场处理。 电力公司称上址是公交车的电源 已经通知消防,灭火,(电线)
报警称看到上址 小区门口的电线杆上的电箱着火 以后明火  无人伤  请民警到场处理。 ,灭火,(电线)
称上址电线在冒火花，请民警到场处理。（内线：22653）通知电力,灭火,(电线)
拆迁房内电线着火， 人伤不详，请民警到场处理。已通知120，如民警到场确认无需急救车，请致电120。,灭火,(电线)
电线着火，请民警到场处理(内线25188),灭火,(电线)
上址电线杆上电线冒火花，恐有危险，请民警到场处理。,灭火,(电线)
上址电线杆冒火星，请民警到场处理。,灭火,(电线)
上址火表着火，人员无事，请民警到场处理。（通知消防）,灭火,(电线)
上址电线着火，无人伤，通知消防，请民警到场处理。,灭火,(电线)
电线杆在着火，人无事，火已灭，撤销（消防共同接听）,灭火,(电线)
电线有火星，人无伤，（请民警携带必要个人防护装备到场处理，并注意自身安全。）,灭火,(电线)
一楼楼道内电线着火。已通知电力。,灭火,(电线)
变电箱冒烟，之前有爆火球，现有火花冒出，（消防共同接听）,灭火,(电线)
电线着火，有明火，暂无人伤，请民警到场处理并注意自身安全。,灭火,(电线)
电线冒烟 刚刚发了声响 ,灭火,(电线)
路面电线杆在冒火星，请民警到场处理。,灭火,(电线)
电箱着火，请民警到场处理。(内线：22635),灭火,(电线)
报警人看到上址路灯的线路起火，请民警到场处理。,灭火,(电线)
上址门面房外面的电线着火，（消防共同接通），请民警到场处理。,灭火,(电线)
电线着火 已通知电力 请民警到场处理。（消防共同接听）,灭火,(电线)
邻居报：电线着火，具体不明，请民警到场处理。消防共同接听,灭火,(电线)
上址有电线着火，无人伤，（消防共同接听）请民警到场处理。（内线：22683）,灭火,(电线)
变电站冒白烟。,灭火,(电线)
电缆线着火，（消防共同接听）,灭火,(电线)
电线着火  无人伤  请民警到场处理。 ,灭火,(电线)
高压电线不断冒火星，周边暂不影响，请民警到场处理。已通知消防、电力,灭火,(电线)
高压线冒火，已通知消防 电力,灭火,(电线)
室内电线短路着火，已通知消防、120备勤。,灭火,(电线)
过路司机报：上址电线在冒火星，请民警到场处理。,灭火,(电线)
高空电线着火，现冒白烟，请民警、消防到场处理。,灭火,(电线)
上址树着火，树上方有电线，可能会影响到，已通知消防与电力。,灭火,(电线)
电线着火，请民警到场处理。已告知消防。,灭火,(电线)
称电缆着火，无人伤，称灭火器已开始灭火请民警到场处理。(请携带必要的个人防护装备，并注意自身安全),灭火,(电线)
路人报警 路口一高压线悬挂路中 刚已一辆中巴撞到线缆（车辆已离开）  线路有冒火花情况 请民警到场处理。 已通知消防,灭火,(电线)
电线杆上面电表着火,灭火,(电线)
上址高压电线挂在树上，有明火，请民警到场处理。,灭火,(电线)
变压器着火，影响用电 内线:22688 已通知消防电力,灭火,(电线)
报警人称上址电线杆电线着火，请民警到场处理。,灭火,(电线)
室外电线着火，人无事，消防同听。已经通知电力公司。,灭火,(电线)
电线被风刮断。电线冒火花，请民警到场处理。 ,灭火,(电线)
电线着火 消防同接听，请民警到场处理。,灭火,(电线)
两根电线冒烟，无明火，请民警到场处理。,灭火,(电线)
电线上的一个孔明灯着火，请民警到场处理。已通知消防和电力。,灭火,(电线)
上址高压线冒火花，恐有意外，请民警到场处理。（内线：22653）,灭火,(电线)
报警人称上址电线冒火星，无人伤 ，报警人在上址等民警 请民警到场处理 ,灭火,(电线)
称上址电线着火，人无事，已通知消防和电力，请民警到场处理。,灭火,(电线)
路人报警：高压线着火。 已经通知消防和电力。 ,灭火,(电线)
外面电线着火 （消防共同接听）已经通知电力,灭火,(电线)
高压电线在冒火星，已通知电力，请民警到场处理,灭火,(电线)
电线着火，有明火，人无事，请民警到场处理。已通知电力,灭火,(电线)
上址电线着火，请民警到场处理。（内线：22672）,灭火,(电线)
楼道外的电表箱冒烟，人无伤，有烧焦的味道，请民警到场处理。已通知消防、电力。,灭火,(电线)
马路上电线着火，请民警到场处理。（已经通知消防 电力 ）,灭火,(电线)
